id;code;canton;departement;cereales;racines_et_legumes_divers;cultures_diverses;prairies_artificielles;jacheres;total_des_terres_labourables;prairies_naturelles;vignes;autres_cultures_arborescentes;paturages;autres_surfaces_ecoumene;superficie_totale;marais_susceptibles_d_etre_desseches;code_departement;centre;geometry
286;211;BEAUNE;COTE D'OR;67103;5784;4757;8425;19169;105238;23951;14138;378;9277;61272;214254;11;21;;list(c(822566.010928704, 863960.60642861, 866868.303551055, 821830.159803406, 813387.328354553, 822566.010928704, 6686840.98225753, 6670419.60312376, 6648285.62219818, 6646087.76976881, 6678351.42924815, 6686840.98225753))
287;844;ORANGE;VAUCLUSE;22074;2580;2993;3348;13241;44236;1462;9931;743;17097;24263;97732;27;84;;list(c(823167.630714123, 845206.827944895, 859128.500487384, 852690.748629848, 831332.927378951, 819882.311264738, 823167.630714123, 6359562.04332217, 6362194.86436077, 6349017.43013991, 6328771.89863979, 6325753.82170252, 6356499.74919489, 6359562.04332217))
288;015;TREVOUX;AIN;52063;4954;4425;4985;11707;78134;14924;4213;37;4579;46450;148337;30;01;;list(c(809014.381578516, 854098.383149228, 869500.422297017, 809638.143078759, 809014.381578516, 6521962.05320844, 6555724.59066959, 6537301.81955494, 6521093.55834493, 6521962.05320844))
289;073;TOURNON;ARDECHE;33674;9967;972;2540;11882;59035;18018;6102;18753;36556;47113;185577;601;07;;list(c(813169.468701536, 832479.47799492, 856560.207241578, 863564.604148867, 830465.392899644, 810868.50941258, 813169.468701536, 6450770.9231354, 6467984.97252118, 6466206.20985892, 6443465.42661454, 6424220.31846458, 6432968.67755678, 6450770.9231354))
290;514;SAINTE MENEHOULD;MARNE;55355;1618;919;8364;17620;83876;4892;342;1487;1328;21432;113357;141;51;;list(c(851127.33878411, 860691.888624298, 837049.636208872, 820745.389079078, 813307.626598802, 851127.33878411, 6916092.0271658, 6876542.88649691, 6864236.90944319, 6874033.99879748, 6898201.05770096, 6916092.0271658))
291;081;MEZIERES;ARDENNES;26252;2259;966;5808;7499;42784;10569;0;646;1752;42732;98483;299;08;;list(c(801046.428929291, 831416.684060439, 833237.616873306, 837594.388009895, 822414.197617435, 818428.631405788, 801046.428929291, 6960236.0410548, 6984635.12670548, 6974340.69073946, 6971067.95589714, 6945903.10356418, 6945982.11224556, 6960236.0410548))
292;213;DIJON;COTE D'OR;104232;9144;7510;17004;21237;159127;17246;7880;721;5701;110646;301321;220;21;;list(c(829411.301389578, 847070.955547444, 869182.64258755, 878399.712151933, 863960.60642861, 822566.010928704, 829411.301389578, 6719342.71119994, 6730085.79977421, 6722162.65595081, 6689447.27322271, 6670419.60312376, 6686840.98225753, 6719342.71119994))
293;691;LYON;RHONE;46912;9395;3781;6413;3794;70295;17513;14896;2923;3865;19748;129240;45;69;;list(c(809638.143078759, 869500.422297017, 875930.393843779, 875931.837828872, 866674.107748348, 822310.755399199, 812498.093041807, 809638.143078759, 6521093.55834493, 6537301.81955494, 6533382.36062479, 6532991.24961718, 6509684.56866902, 6502655.75251572, 6511939.89555103, 6521093.55834493))
294;262;MONTELIMAR;DROME;29043;4458;1159;5514;6930;47104;2028;9925;309;13388;40481;113235;300;26;;list(c(820626.642981136, 848078.690136016, 862031.920990646, 865932.7259329, 845206.827944895, 823167.630714123, 820626.642981136, 6386634.17562471, 6405141.43922952, 6400887.72981826, 6392425.71550912, 6362194.86436077, 6359562.04332217, 6386634.17562471))
295;132;AIX;BOUCHES DU RHONE;31335;3664;2371;3362;11229;51961;1985;24879;23921;70776;41770;215292;1262;13;;list(c(863131.597650592, 866404.314544369, 914270.601748433, 926291.652744684, 919442.296402507, 874517.736530763, 870558.783212125, 863336.257723348, 863131.597650592, 6288315.3157262, 6291738.08090563, 6293838.1836348, 6286221.87058665, 6259721.63941388, 6259300.06733924, 6271870.60212032, 6266837.87415571, 6288315.3157262))
296;133;MARSEILLE;BOUCHES DU RHONE;7384;2421;711;526;1621;12663;759;10986;1366;15125;24906;65805;0;13;;list(c(919442.296402507, 920984.46861048, 915102.784253485, 892715.179869713, 891920.767471911, 865554.132003375, 874627.628906041, 874517.736530763, 919442.296402507, 6259721.63941388, 6253507.87612492, 6235034.83298475, 6237167.51047712, 6248753.32450231, 6249818.10181834, 6258951.13523158, 6259300.06733924, 6259721.63941388))
297;712;CHALON /SAONE;SAONE ET LOIRE;47020;7586;4561;4893;21770;85830;20377;11700;41;5450;48681;172079;107;71;;list(c(821830.159803406, 866868.303551055, 867861.888926303, 846706.7571158, 824677.5508902, 812837.067625074, 821830.159803406, 6646087.76976881, 6648285.62219818, 6646816.87600698, 6607807.15719093, 6608693.19044495, 6622049.96982512, 6646087.76976881))
298;012;BOURG;AIN;58528;7410;3706;5076;1668;76388;30692;4495;173;9319;44791;165858;24;01;;list(c(850616.278322094, 862648.396318184, 889281.663856613, 891374.78650769, 891883.675031746, 881876.277735824, 875930.393843779, 869500.422297017, 854098.383149228, 850616.278322094, 6561172.44690843, 6593058.37957156, 6594007.87814481, 6593133.93830608, 6592140.38971313, 6537679.79476278, 6533382.36062479, 6537301.81955494, 6555724.59066959, 6561172.44690843))
299;554;VERDUN;MEUSE;53082;4145;2671;7055;16046;82999;13038;2208;1242;1353;48158;148998;23;55;;list(c(851127.33878411, 851497.62441797, 888192.239805975, 900226.893837767, 874613.763541275, 860691.888624298, 851127.33878411, 6916092.0271658, 6916700.84048369, 6917400.23986716, 6882119.69070583, 6872466.08417464, 6876542.88649691, 6916092.0271658))
300;521;CHAUMONT;HAUTE MARNE;86248;3640;3653;8072;30337;131950;12900;4692;459;5675;89181;244857;104;52;;list(c(836725.480116008, 850319.14639374, 868924.617154661, 891522.350073503, 846432.637951853, 836725.480116008, 6769997.01465889, 6801300.58284926, 6808659.59874355, 6779642.85700731, 6755014.97750912, 6769997.01465889))
301;523;WASSY;HAUTE MARNE;51411;1893;1876;6843;19603;81626;9559;4918;778;3545;56398;156824;88;52;;list(c(839106.907697689, 873439.986001893, 868924.617154661, 850319.14639374, 813984.28003402, 839106.907697689, 6845855.66742259, 6826220.71854054, 6808659.59874355, 6801300.58284926, 6819830.32935303, 6845855.66742259))
302;551;BAR LE DUC;MEUSE;55565;4219;2172;8591;16489;87036;6749;6011;1015;1600;39501;141912;18;55;;list(c(860691.888624298, 874613.763541275, 873547.381102584, 873439.986001893, 839106.907697689, 837049.636208872, 860691.888624298, 6876542.88649691, 6872466.08417464, 6826317.24585101, 6826220.71854054, 6845855.66742259, 6864236.90944319, 6876542.88649691))
303;384;VIENNE;ISERE;66758;6998;2370;14868;16895;107889;10354;5836;1208;4475;47710;177472;3100;38;;list(c(866674.107748348, 871508.348971531, 856560.207241578, 832479.47799492, 822310.755399199, 866674.107748348, 6509684.56866902, 6479342.79435995, 6466206.20985892, 6467984.97252118, 6502655.75251572, 6509684.56866902))
304;714;LOUHANS;SAONE ET LOIRE;46625;2644;5115;1224;13483;69091;21002;374;212;394;31802;122875;605;71;;list(c(867861.888926303, 878398.822207402, 889281.663856613, 862648.396318184, 846706.7571158, 867861.888926303, 6646816.87600698, 6642905.03731707, 6594007.87814481, 6593058.37957156, 6607807.15719093, 6646816.87600698))
305;264;VALENCE;DROME;64156;9787;3399;15800;13515;106657;7917;6209;1402;12089;53670;187944;1000;26;;list(c(830465.392899644, 863564.604148867, 875635.908093982, 862031.920990646, 848078.690136016, 830465.392899644, 6424220.31846458, 6443465.42661454, 6429314.52765168, 6400887.72981826, 6405141.43922952, 6424220.31846458))
306;391;DOLE;JURA;33592;2291;3508;3397;9482;52270;10164;4550;138;2146;48665;117933;130;39;;list(c(866868.303551055, 863960.60642861, 878399.712151933, 904787.498811143, 916388.959457393, 883148.528779088, 878398.822207402, 867861.888926303, 866868.303551055, 6648285.62219818, 6670419.60312376, 6689447.27322271, 6684655.78013249, 6664706.86157508, 6643509.08813668, 6642905.03731707, 6646816.87600698, 6648285.62219818))
307;263;NYONS;DROME;21464;3531;766;4803;8904;39468;1324;3623;1046;35656;34917;116034;0;26;;list(c(845206.827944895, 865932.7259329, 905963.486506509, 899194.699026366, 898692.73083572, 894652.099673542, 859128.500487384, 845206.827944895, 6362194.86436077, 6392425.71550912, 6374622.68845117, 6346620.25053777, 6345985.49689363, 6344282.42459585, 6349017.43013991, 6362194.86436077))
308;841;APT;VAUCLUSE;20018;4430;931;3729;15884;44992;1218;9055;1317;25112;40676;122370;0;84;;list(c(868508.101393901, 894652.099673542, 898692.73083572, 914270.601748433, 866404.314544369, 868508.101393901, 6308639.03871113, 6344282.42459585, 6345985.49689363, 6293838.1836348, 6291738.08090563, 6308639.03871113))
309;382;SAINT-MARCELLIN;ISERE;27966;3664;1718;6073;6631;46052;9327;7485;1313;3169;39811;107157;159;38;;list(c(856560.207241578, 871508.348971531, 894776.870626451, 900810.450100265, 875635.908093982, 863564.604148867, 856560.207241578, 6466206.20985892, 6479342.79435995, 6475043.32308624, 6433252.6779963, 6429314.52765168, 6443465.42661454, 6466206.20985892))
310;843;CARPENTRAS;VAUCLUSE;21425;6065;392;2699;14687;45268;1715;4839;690;19007;13418;84937;17;84;;list(c(859128.500487384, 894652.099673542, 868508.101393901, 852690.748629848, 859128.500487384, 6349017.43013991, 6344282.42459585, 6308639.03871113, 6328771.89863979, 6349017.43013991))
311;522;LANGRES;HAUTE MARNE;81147;3591;2937;10030;31356;129061;16600;6776;454;7483;59912;220286;751;52;;list(c(846432.637951853, 891522.350073503, 908899.266174738, 914504.865406983, 904555.378815772, 869182.64258755, 847070.955547444, 846432.637951853, 6755014.97750912, 6779642.85700731, 6772037.75328893, 6765723.65137172, 6739056.40467095, 6722162.65595081, 6730085.79977421, 6755014.97750912))
312;261;DIE;DROME;43614;4483;265;5994;20478;74834;5165;4481;204;64879;85379;234942;378;26;;list(c(862031.920990646, 875635.908093982, 900810.450100265, 923043.794940778, 908472.739328397, 905963.486506509, 865932.7259329, 862031.920990646, 6400887.72981826, 6429314.52765168, 6433252.6779963, 6422210.07653362, 6376507.88514578, 6374622.68845117, 6392425.71550912, 6400887.72981826))
313;883;NEUFCHATEAU;VOSGES;39874;3440;1159;3957;16357;64787;10457;2208;435;2688;42235;122810;26;88;;list(c(873547.381102584, 896035.677533625, 918232.163081071, 908899.266174738, 891522.350073503, 868924.617154661, 873439.986001893, 873547.381102584, 6826317.24585101, 6831824.60528453, 6823224.01147584, 6772037.75328893, 6779642.85700731, 6808659.59874355, 6826220.71854054, 6826317.24585101))
314;571;BRIEY;MOSELLE;47914;5236;1975;9810;12423;77358;7626;273;381;1006;32208;118852;23;57;;list(c(901832.567296144, 928668.427776873, 904990.180469012, 900226.893837767, 888192.239805975, 901832.567296144, 6938490.2528066, 6908559.860104, 6880047.38417663, 6882119.69070583, 6917400.23986716, 6938490.2528066))
315;383;LA TOUR DU PIN;ISERE;52214;4813;1154;5212;8623;72016;14954;2915;1967;7283;34042;133177;1715;38;;list(c(875931.837828872, 921521.959789209, 894776.870626451, 871508.348971531, 866674.107748348, 875931.837828872, 6532991.24961718, 6489168.95200593, 6475043.32308624, 6479342.79435995, 6509684.56866902, 6532991.24961718))
316;552;COMMERCY;MEUSE;64469;5796;4150;5436;23941;103792;14540;3264;603;4372;70228;196799;148;55;;list(c(904990.180469012, 908442.179822664, 896035.677533625, 873547.381102584, 874613.763541275, 900226.893837767, 904990.180469012, 6880047.38417663, 6876302.79450235, 6831824.60528453, 6826317.24585101, 6872466.08417464, 6882119.69070583, 6880047.38417663))
317;701;GRAY;HAUTE SAONE;57697;3357;2075;6432;17687;87248;13852;6521;350;4417;46677;159065;314;70;;list(c(869182.64258755, 904555.378815772, 920804.307477958, 904787.498811143, 878399.712151933, 869182.64258755, 6722162.65595081, 6739056.40467095, 6712074.3313416, 6684655.78013249, 6689447.27322271, 6722162.65595081))
318;392;LONS LE SAUNIER;JURA;43809;5529;2216;6910;5351;63815;16693;9834;256;24736;39039;154373;451;39;;list(c(878398.822207402, 883148.528779088, 919813.052186222, 891374.78650769, 889281.663856613, 878398.822207402, 6642905.03731707, 6643509.08813668, 6618662.45734855, 6593133.93830608, 6594007.87814481, 6642905.03731707))
319;545;TOUL;MEURTHE;36851;4610;1102;4636;11327;58526;7300;5532;355;1927;43172;116812;2;54;;list(c(908442.179822664, 921350.972540475, 925213.54719996, 918232.163081071, 896035.677533625, 908442.179822664, 6876302.79450235, 6870930.27309123, 6826188.67120368, 6823224.01147584, 6831824.60528453, 6876302.79450235))
320;011;BELLEY;AIN;40136;3298;1174;4610;5772;54990;15334;4483;63;14613;41455;130938;76;01;;list(c(875930.393843779, 881876.277735824, 938122.091988666, 995358.969200729, 996115.687904216, 1000033.45862987, 969431.871739863, 921521.959789209, 875931.837828872, 875930.393843779, 6533382.36062479, 6537679.79476278, 6547821.454126, 6526889.99320914, 6521090.38624492, 6518875.00348942, 6492188.82512509, 6489168.95200593, 6532991.24961718, 6533382.36062479))
321;381;GRENOBLE;ISERE;50640;6551;2969;12711;15039;87910;31886;9855;3542;95581;182354;411128;1608;38;;list(c(921521.959789209, 969431.871739863, 946846.66213321, 923043.794940778, 900810.450100265, 894776.870626451, 921521.959789209, 6489168.95200593, 6492188.82512509, 6432929.88687068, 6422210.07653362, 6433252.6779963, 6475043.32308624, 6489168.95200593))
322;044;FORCALQUIER;BASSES ALPES;16656;2595;90;1130;13278;33749;1597;4792;1635;30524;34894;107191;15;04;;list(c(899194.699026366, 941908.673845336, 950945.695642352, 948148.641528403, 926291.652744684, 914270.601748433, 898692.73083572, 899194.699026366, 6346620.25053777, 6330107.83199113, 6311288.94124545, 6295271.12408316, 6286221.87058665, 6293838.1836348, 6345985.49689363, 6346620.25053777))
323;834;TOULON;VAR;11107;908;811;1361;5455;19642;598;26841;7169;14000;60820;129070;115;83;;list(c(920984.46861048, 977118.402359926, 946348.427225304, 928602.685316149, 917349.565561561, 915102.784253485, 920984.46861048, 6253507.87612492, 6232719.12134293, 6224642.72485833, 6228119.87574369, 6234820.80115518, 6235034.83298475, 6253507.87612492))
324;394;SAINT CLAUDE;JURA;13021;2231;205;7054;5831;28342;8967;78;61;28630;37701;103779;116;39;;list(c(891374.78650769, 919813.052186222, 937287.132830407, 941571.058079956, 919800.801082142, 891883.675031746, 891374.78650769, 6593133.93830608, 6618662.45734855, 6624064.39949003, 6621400.26969575, 6573402.32788877, 6592140.38971313, 6593133.93830608))
325;014;NANTUA;AIN;19347;2262;437;2123;4439;28608;14759;1688;303;12307;35657;93322;173;01;;list(c(891883.675031746, 919800.801082142, 938122.091988666, 881876.277735824, 891883.675031746, 6592140.38971313, 6573402.32788877, 6547821.454126, 6537679.79476278, 6592140.38971313))
326;393;POLIGNY;JURA;23746;1307;1570;12310;6463;45396;12252;5147;154;8603;51764;123316;550;39;;list(c(883148.528779088, 916388.959457393, 928809.446087219, 937287.132830407, 919813.052186222, 883148.528779088, 6643509.08813668, 6664706.86157508, 6659461.48507649, 6624064.39949003, 6618662.45734855, 6643509.08813668))
327;252;BESANCON;DOUBS;32246;3340;1438;8019;4060;49103;20959;5992;1342;11445;50427;139268;679;25;;list(c(916388.959457393, 904787.498811143, 920804.307477958, 933270.240495217, 948487.549637803, 928809.446087219, 916388.959457393, 6664706.86157508, 6684655.78013249, 6712074.3313416, 6709406.10266564, 6675091.93501817, 6659461.48507649, 6664706.86157508))
328;882;MIRECOURT;VOSGES;38441;3343;1133;5470;16333;64720;11016;2313;839;1162;32433;112483;67;88;;list(c(908899.266174738, 918232.163081071, 925213.54719996, 939694.304397422, 953467.45042273, 932836.13792965, 928821.792674589, 914504.865406983, 908899.266174738, 6772037.75328893, 6823224.01147584, 6826188.67120368, 6825433.74253288, 6814550.23091819, 6771236.51732129, 6766782.38159316, 6765723.65137172, 6772037.75328893))
329;045;SISTERON;BASSES ALPES;16137;557;108;1338;9064;27204;3216;2619;72;38082;33279;104472;2;04;;list(c(905963.486506509, 908472.739328397, 955270.793133213, 941908.673845336, 899194.699026366, 905963.486506509, 6374622.68845117, 6376507.88514578, 6366558.07415452, 6330107.83199113, 6346620.25053777, 6374622.68845117))
330;703;VESOUL;HAUTE SAONE;67884;4345;2949;8137;17998;101313;18278;5208;742;9715;54753;190009;418;70;;list(c(914504.865406983, 928821.792674589, 943330.997683791, 953052.055496909, 933270.240495217, 920804.307477958, 904555.378815772, 914504.865406983, 6765723.65137172, 6766782.38159316, 6756973.63274456, 6719420.65729984, 6709406.10266564, 6712074.3313416, 6739056.40467095, 6765723.65137172))
331;013;GEX;AIN;6611;1069;546;2596;780;11602;8188;585;5;7064;13998;41442;114;01;;"list(c(919800.801082142, 941571.058079956, 946232.054077495, 940331.290261556, 935267.691137149, 943632.474950512, 929260.628069444, 928162.403921598, 938562.704111603, 953864.919869839, 951982.685517406, 960334.188638303, 972289.312999415, 988569.188485271, 997441.883331618, 993105.721144885, 1000892.33273083, 1011380.28944664, 1009908.69261635, 996609.989283022, 995345.023407895, 995358.969200729, 938122.091988666, 919800.801082142, 6573402.32788877, 6621400.26969575, 6619738.26034116, 6611195.31274004, 
6595279.60539753, 6590018.91740243, 6572664.82742798, 6563443.12055786, 6566018.6729966, 6574772.10223999, 6588601.09738829, 6587866.70828898, 6594422.27412303, 6596058.32814888, 6582824.48242667, 6566650.62627534, 6565481.01004849, 6550099.07408309, 6538111.98010196, 6533626.63136806, 6526996.87588149, 6526889.99320914, 6547821.454126, 6573402.32788877))"
332;053;GAP;HAUTES ALPES;32398;2329;366;6079;24651;65823;14490;3058;1830;70670;93586;249457;834;05;;list(c(923043.794940778, 946846.66213321, 958192.868595725, 960458.748601587, 955270.793133213, 908472.739328397, 923043.794940778, 6422210.07653362, 6432929.88687068, 6419212.733793, 6368255.05049606, 6366558.07415452, 6376507.88514578, 6422210.07653362))
333;572;METZ;MOSELLE;60904;10317;6833;10927;13206;102187;13816;4001;1384;1434;39231;162053;40;57;;list(c(904990.180469012, 928668.427776873, 964327.882375713, 965335.82805438, 932951.000788324, 921350.972540475, 908442.179822664, 904990.180469012, 6880047.38417663, 6908559.860104, 6914561.71268528, 6893625.13401862, 6870979.83790436, 6870930.27309123, 6876302.79450235, 6880047.38417663))
334;051;BRIANCON;HAUTES ALPES;5155;693;97;434;3153;9532;29380;257;8;63522;61282;163981;31;05;;"list(c(969431.871739863, 1000033.45862987, 1011566.68463799, 1012212.49067108, 1027190.78294853, 1021850.670122, 1024393.71942278, 1011216.59019916, 1002040.81242497, 996038.927645047, 985376.067055171, 995677.033091534, 1005234.38013232, 1016118.53330231, 1019251.51534393, 1012919.60480147, 1011853.41088799, 1011636.3580997, 958192.868595725, 946846.66213321, 969431.871739863, 6492188.82512509, 6518875.00348942, 6512353.3074018, 6497398.32803534, 6487327.99596199, 6477098.31876725, 6470443.58165845, 
6464359.69504524, 6455826.48864986, 6458225.79521958, 6452126.22026735, 6431748.08267047, 6424284.37646851, 6423865.78721105, 6407271.61446077, 6402902.77348072, 6400637.18806743, 6400629.30887027, 6419212.733793, 6432929.88687068, 6492188.82512509))"
335;831;BRIGNOLES;VAR;34220;2809;136;1643;9765;48573;1147;23457;10680;11462;102080;197399;26;83;;list(c(948148.641528403, 949565.958637942, 983830.085038424, 977118.402359926, 920984.46861048, 919442.296402507, 926291.652744684, 948148.641528403, 6295271.12408316, 6294433.58171573, 6234480.78056278, 6232719.12134293, 6253507.87612492, 6259721.63941388, 6286221.87058665, 6295271.12408316))
336;254;PONTARLIER;DOUBS;25033;2927;379;7235;3215;38789;26084;0;0;34329;29162;128364;280;25;;list(c(937287.132830407, 928809.446087219, 948487.549637803, 987502.354927357, 988023.865451065, 983512.301417465, 976014.791010821, 965725.877917469, 961749.066520162, 949684.023922778, 946232.054077495, 941571.058079956, 937287.132830407, 6624064.39949003, 6659461.48507649, 6675091.93501817, 6679041.15496766, 6678830.12325574, 6674269.67440551, 6661677.18215529, 6658543.28552819, 6634205.58156855, 6624735.91800528, 6619738.26034116, 6621400.26969575, 6624064.39949003))
337;541;CHATEAU SALINS;MEURTHE;37729;5326;3017;10218;9394;65684;13455;1336;637;184;27382;108678;1208;54;;list(c(973548.960367375, 948496.862382901, 932951.000788324, 965335.82805438, 978246.951521858, 973548.960367375, 6853656.08352971, 6849707.9609803, 6870979.83790436, 6893625.13401862, 6877501.60979829, 6853656.08352971))
338;544;SARREBOURG;MEURTHE;24947;4452;878;4008;6892;41177;14834;45;355;795;55520;112726;72;54;;list(c(978246.951521858, 1005342.83490058, 1009921.50182053, 983907.990437309, 973548.960367375, 978246.951521858, 6877501.60979829, 6875807.94722165, 6830379.29107661, 6831749.48924874, 6853656.08352971, 6877501.60979829))
339;573;SARREGUEMINES;MOSELLE;44309;8823;3040;6067;13065;75304;16586;84;707;1133;56068;149882;169;57;;"list(c(965335.82805438, 964327.882375713, 964337.087616747, 972600.182789737, 985420.372863059, 993047.1061585, 996089.695222984, 1009707.8755331, 1023984.92811744, 1030596.12836061, 1029564.89737544, 1005342.83490058, 978246.951521858, 965335.82805438, 6893625.13401862, 6914561.71268528, 6914585.64328138, 6902440.38971972, 6909340.57514868, 6906739.23112611, 6897854.3880029, 6900574.59129695, 6907406.67154327, 6901238.91327437, 6889955.89237119, 6875807.94722165, 6877501.60979829, 6893625.13401862
))"
340;543;NANCY;MEURTHE;46886;7059;3993;5815;13462;77215;15200;7344;1112;1498;42933;145302;63;54;;list(c(921350.972540475, 932951.000788324, 948496.862382901, 939694.304397422, 925213.54719996, 921350.972540475, 6870930.27309123, 6870979.83790436, 6849707.9609803, 6825433.74253288, 6826188.67120368, 6870930.27309123))
341;542;LUNEVILLE;MEURTHE;39646;5293;2957;4596;14424;66916;16243;2080;0;849;39398;125486;43;54;;list(c(948496.862382901, 973548.960367375, 983907.990437309, 967598.913637813, 953467.45042273, 939694.304397422, 948496.862382901, 6849707.9609803, 6853656.08352971, 6831749.48924874, 6814665.17027423, 6814550.23091819, 6825433.74253288, 6849707.9609803))
342;881;EPINAL;VOSGES;38372;8784;1473;4880;14231;67740;16938;460;757;3530;57623;147048;19;88;;list(c(953467.45042273, 967598.913637813, 980735.179471421, 932836.13792965, 953467.45042273, 6814550.23091819, 6814665.17027423, 6788390.10952691, 6771236.51732129, 6814550.23091819))
343;251;BAUME LES DAMES;DOUBS;45286;3845;1204;9010;5603;64948;19375;1892;283;17282;43582;147362;254;25;;list(c(933270.240495217, 953052.055496909, 964224.281324919, 987502.354927357, 948487.549637803, 933270.240495217, 6709406.10266564, 6719420.65729984, 6716512.79380872, 6679041.15496766, 6675091.93501817, 6709406.10266564))
344;043;DIGNE;BASSES ALPES;31352;3673;269;5401;20089;60784;3343;5750;655;112520;56022;239074;0;04;;list(c(941908.673845336, 955270.793133213, 960458.748601587, 961916.074444036, 990437.041646919, 950945.695642352, 941908.673845336, 6330107.83199113, 6366558.07415452, 6368255.05049606, 6367828.58281481, 6340338.23611946, 6311288.94124545, 6330107.83199113))
345;832;DRAGUIGNAN;VAR;35318;2923;233;1637;18832;58943;3932;23512;22360;59700;107837;276284;36;83;;list(c(949565.958637942, 985520.763817444, 1005259.42183734, 1003427.42740139, 997452.681283148, 997508.484352509, 985555.710310217, 983830.085038424, 949565.958637942, 6294433.58171573, 6294189.45978313, 6265569.27071372, 6265385.08155548, 6253438.09502426, 6239867.41254821, 6234933.71670647, 6234480.78056278, 6294433.58171573))
346;253;MONTBELIARD;DOUBS;24114;3361;644;4928;3244;36291;23718;264;482;16780;30226;107761;229;25;;list(c(964224.281324919, 973567.206127154, 1011980.77789636, 1019338.40256449, 1014541.20464636, 1010779.78916535, 999746.673144888, 996884.703476348, 992708.984977278, 999091.313667033, 988023.865451065, 987502.354927357, 964224.281324919, 6716512.79380872, 6728731.29786729, 6723184.93613082, 6712949.78512721, 6713052.08943164, 6719527.8075698, 6717998.53231616, 6711072.51337944, 6702463.51643593, 6690017.49222924, 6678830.12325574, 6679041.15496766, 6716512.79380872))
347;884;REMIRMONT;VOSGES;8523;4988;423;373;5298;19605;23019;0;58;11143;33728;87553;211;88;;list(c(932836.13792965, 980735.179471421, 997346.066930215, 998693.142558477, 996527.950932055, 976455.811725479, 943330.997683791, 928821.792674589, 932836.13792965, 6771236.51732129, 6788390.10952691, 6775388.09620801, 6769910.49891562, 6764843.22243421, 6753831.88232641, 6756973.63274456, 6766782.38159316, 6771236.51732129))
348;885;SAINT DIE;VOSGES;18102;9818;1281;1030;9450;39681;23746;41;78;11035;63521;138102;125;88;;list(c(980735.179471421, 967598.913637813, 983907.990437309, 1009921.50182053, 1012047.39668719, 1009087.33593768, 997346.066930215, 980735.179471421, 6788390.10952691, 6814665.17027423, 6831749.48924874, 6830379.29107661, 6829216.12564894, 6797044.831063, 6775388.09620801, 6788390.10952691))
349;702;LURE;HAUTE SAONE;42012;8962;2130;4686;11023;68813;28500;2000;797;6576;78231;184917;0;70;;list(c(943330.997683791, 976455.811725479, 973567.206127154, 964224.281324919, 953052.055496909, 943330.997683791, 6756973.63274456, 6753831.88232641, 6728731.29786729, 6716512.79380872, 6719420.65729984, 6756973.63274456))
350;042;CASTELLANE;BASSES ALPES;17985;976;64;1871;8071;28967;4155;997;1158;64070;30180;129527;0;04;;list(c(950945.695642352, 990437.041646919, 1018450.13219561, 985520.763817444, 949565.958637942, 948148.641528403, 950945.695642352, 6311288.94124545, 6340338.23611946, 6335549.99595518, 6294189.45978313, 6294433.58171573, 6295271.12408316, 6311288.94124545))
351;052;EMBRUN;HAUTES ALPES;7492;705;212;2196;6148;16753;20120;1873;70;62454;44253;145523;191;05;;list(c(958192.868595725, 1011636.3580997, 961916.074444036, 960458.748601587, 958192.868595725, 6419212.733793, 6400629.30887027, 6367828.58281481, 6368255.05049606, 6419212.733793))
352;682;BELFORT;HAUT RHIN;19543;7385;1150;2709;5233;36020;25480;685;952;11662;51258;126057;327;68;;list(c(996527.950932055, 1011980.77789636, 973567.206127154, 976455.811725479, 996527.950932055, 6764843.22243421, 6723184.93613082, 6728731.29786729, 6753831.88232641, 6764843.22243421))
353;041;BARCELONNETTE;BASSES ALPES;5034;305;76;1592;3725;10732;21155;162;6;50775;32324;115154;0;04;;list(c(961916.074444036, 1011636.3580997, 1011853.41088799, 1006151.20375182, 1013073.61582925, 1009694.48807776, 1019132.57420215, 1053703.59067891, 1068941.83654143, 1074505.98107728, 1018450.13219561, 990437.041646919, 961916.074444036, 6367828.58281481, 6400629.30887027, 6400637.18806743, 6388520.40785706, 6379032.01425063, 6370097.47486399, 6358157.96468939, 6344873.66851539, 6349745.97202984, 6345157.62719844, 6335549.99595518, 6340338.23611946, 6367828.58281481))
354;203;CALVI;CORSE;5132;63;165;15;4397;9772;165;620;3333;35229;51174;100293;29;20;;list(c(1200572.97564403, 1166246.575263, 1159332.30723451, 1165746.67962201, 1165877.38261005, 1185571.86955056, 1193923.22966451, 1195685.28660094, 1200572.97564403, 6179036.83131744, 6150392.8212086, 6158612.59623463, 6162871.23979715, 6173812.17216782, 6189011.07820771, 6190488.37966002, 6192833.90302559, 6179036.83131744))
355;681;MULHOUSE;HAUT RHIN;38645;6365;2475;4719;6139;58343;14076;1527;1325;1447;38544;115262;101;68;;list(c(1011980.77789636, 996527.950932055, 998693.142558477, 1042238.50733905, 1039184.13107444, 1039363.16718539, 1044887.03527419, 1039284.78730705, 1030440.02242889, 1019338.40256449, 1011980.77789636, 6723184.93613082, 6764843.22243421, 6769910.49891562, 6766889.41118841, 6752860.46930117, 6738642.68842758, 6732483.86952049, 6720845.57642787, 6712713.0336907, 6712949.78512721, 6723184.93613082))
